gene_id,gene_name,eggNOG_OGs,Description,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS21560,XNR_RS21560,"2F2R3@1|root,33VMD@2|Bacteria,2GKQ6@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4353,4963203,4963727,+,hypothetical protein,-,Op3261
XNR_RS21565,XNR_RS21565,"2DUFB@1|root,33QE3@2|Bacteria,2GITJ@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,,4963800,4964957,+,hypothetical protein,-,Op3262
XNR_RS31380,XNR_RS31380,"COG3173@1|root,COG3173@2|Bacteria,2GKUE@201174|Actinobacteria",Phosphotransferase enzyme family,-,-,-,-,-,-,-,-,-,-,-,"APH,Hydrolase_4",NC_020990.1,,4964966,4965295,-,aminoglycoside phosphotransferase family protein,Function unknown,Op3263
XNR_RS21570,XNR_RS21570,"COG0501@1|root,COG0501@2|Bacteria,2GKJQ@201174|Actinobacteria",Peptidase M48,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M48,NC_020990.1,XNR_4355,4965331,4966434,-,M48 family metallopeptidase,"Posttranslational modification, protein turnover, chaperones",Op3264
XNR_RS30900,XNR_RS30900,"295RS@1|root,2ZT33@2|Bacteria,2GQSF@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4357,4966920,4967081,+,hypothetical protein,-,Op3266
XNR_RS21580,nadD,"COG1057@1|root,COG1057@2|Bacteria,2GMFZ@201174|Actinobacteria",Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD),"GO:0000309,GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605",2.7.7.18,ko:K00969,"ko00760,ko01100,map00760,map01100",M00115,"R00137,R03005",RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,CTP_transf_like,NC_020990.1,XNR_4358,4967186,4967827,+,nicotinate-nucleotide adenylyltransferase,Coenzyme transport and metabolism,Op3267
XNR_RS21585,XNR_RS21585,"COG1316@1|root,COG1316@2|Bacteria,2GNGN@201174|Actinobacteria",LytR cell envelope-related transcriptional attenuator,-,-,-,-,-,-,-,-,-,-,-,"LytR_C,LytR_cpsA_psr",NC_020990.1,XNR_4359,4967844,4969610,+,LytR C-terminal domain-containing protein,Transcription,Op3267
XNR_RS21590,rsfS,"COG0799@1|root,COG0799@2|Bacteria,2IKZ3@201174|Actinobacteria","Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation",-,-,ko:K09710,-,-,-,-,"ko00000,ko03009",-,-,-,RsfS,NC_020990.1,XNR_4360,4969744,4970175,+,ribosome silencing factor,Function unknown,Op3268
XNR_RS21595,gpmB,"COG0406@1|root,COG0406@2|Bacteria,2GJYU@201174|Actinobacteria",Belongs to the phosphoglycerate mutase family,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0044237","3.1.3.85,5.4.2.11","ko:K01834,ko:K22306","ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230","M00001,M00002,M00003",R01518,RC00536,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,His_Phos_1,NC_020990.1,XNR_4361,4970172,4970819,+,histidine phosphatase family protein,Carbohydrate transport and metabolism,Op3268
XNR_RS21605,XNR_RS21605,"2C939@1|root,3475H@2|Bacteria,2GQU4@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4364,4971270,4971503,+,hypothetical protein,-,Op3269
XNR_RS21610,XNR_RS21610,"COG5650@1|root,COG5650@2|Bacteria,2GJBC@201174|Actinobacteria",phosphatidylinositol metabolic process,-,-,ko:K13671,-,-,-,-,"ko00000,ko01000,ko01003",-,GT87,-,GT87,NC_020990.1,XNR_4365,4971482,4972831,-,glycosyltransferase 87 family protein,Function unknown,Op3270
XNR_RS21620,leuS,"COG0495@1|root,COG0495@2|Bacteria,2GJI1@201174|Actinobacteria",Belongs to the class-I aminoacyl-tRNA synthetase family,"GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.4,ko:K01869,"ko00970,map00970","M00359,M00360",R03657,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"Anticodon_1,tRNA-synt_1,tRNA-synt_1_2",NC_020990.1,XNR_4367,4973389,4976286,+,leucine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op3271
XNR_RS21625,XNR_RS21625,"2C1KF@1|root,33IG0@2|Bacteria,2GJ79@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4368,4976504,4977247,+,hypothetical protein,-,Op3272
XNR_RS21630,XNR_RS21630,"COG1307@1|root,COG1307@2|Bacteria,2GIUV@201174|Actinobacteria",DegV family,-,-,-,-,-,-,-,-,-,-,-,DegV,NC_020990.1,XNR_4369,4977378,4978226,+,DegV family protein,Function unknown,Op3273
XNR_RS30505,comEA,"COG1555@1|root,COG1555@2|Bacteria,2IQDC@201174|Actinobacteria",Competence protein ComEA,-,-,ko:K02237,-,M00429,-,-,"ko00000,ko00002,ko02044","3.A.11.1,3.A.11.2",-,-,"HHH_3,SLBB",NC_020990.1,XNR_4370,4978896,4979546,+,ComEA family DNA-binding protein,"Replication, recombination and repair",Op3274
XNR_RS30110,comEC,"COG0658@1|root,COG2333@1|root,COG0658@2|Bacteria,COG2333@2|Bacteria,2GJGR@201174|Actinobacteria",ComEC Rec2-related protein,-,-,ko:K02238,-,M00429,-,-,"ko00000,ko00002,ko02044","3.A.11.1,3.A.11.2",-,-,"Competence,DUF4131,Lactamase_B",NC_020990.1,,4979543,4982311,+,ComEC/Rec2 family competence protein,"Replication, recombination and repair",Op3275
XNR_RS31385,XNR_RS31385,"COG2162@1|root,COG2162@2|Bacteria,2GP1R@201174|Actinobacteria",Belongs to the arylamine N-acetyltransferase family,-,2.3.1.118,"ko:K00675,ko:K15466","ko01051,ko01052,map01051,map01052",-,-,-,"ko00000,ko00001,ko01000,ko01008",-,-,-,Acetyltransf_2,NC_020990.1,,4982538,4983362,+,arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op3276
XNR_RS21650,XNR_RS21650,"COG2353@1|root,COG2353@2|Bacteria,2GJFT@201174|Actinobacteria",Belongs to the UPF0312 family,-,-,-,-,-,-,-,-,-,-,-,"CarboxypepD_reg,YceI",NC_020990.1,XNR_4372,4983517,4984404,+,YceI family protein,Function unknown,Op3277
XNR_RS21655,XNR_RS21655,"2EMIH@1|root,33F74@2|Bacteria,2IQKZ@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4373,4984472,4984747,+,hypothetical protein,-,Op3278
XNR_RS21660,holA,"COG1466@1|root,COG1466@2|Bacteria,2GNMZ@201174|Actinobacteria",DNA polymerase III delta subunit,-,2.7.7.7,ko:K02340,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,DNA_pol3_delta,NC_020990.1,XNR_4374,4985025,4986014,+,DNA polymerase III subunit delta,"Replication, recombination and repair",Op3279
XNR_RS21665,rpsT,"COG0268@1|root,COG0268@2|Bacteria,2IQ73@201174|Actinobacteria",Binds directly to 16S ribosomal RNA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464",-,ko:K02968,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S20p,NC_020990.1,XNR_4375,4986353,4986619,-,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",Op3280
XNR_RS21670,lepA,"COG0481@1|root,COG0481@2|Bacteria,2GJAB@201174|Actinobacteria","Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner","GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944",-,ko:K03596,"ko05134,map05134",-,-,-,"ko00000,ko00001",-,-,-,"EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C",NC_020990.1,XNR_4376,4986910,4988781,+,translation elongation factor 4,Cell wall/membrane/envelope biogenesis,Op3281
XNR_RS21675,XNR_RS21675,"COG1022@1|root,COG1022@2|Bacteria,2GIXQ@201174|Actinobacteria",AMP-dependent synthetase and ligase,-,6.2.1.3,ko:K01897,"ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280,"RC00004,RC00014","ko00000,ko00001,ko00002,ko01000,ko01004,ko04147",4.C.1.1,-,-,AMP-binding,NC_020990.1,XNR_4377,4989245,4991131,+,AMP-dependent synthetase/ligase,Lipid transport and metabolism,Op3282
XNR_RS21680,hemN,"COG0635@1|root,COG0635@2|Bacteria,2GJXX@201174|Actinobacteria",Involved in the biosynthesis of porphyrin-containing compound,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",-,-,-,-,-,-,-,-,-,iNJ661.Rv2388c,"HemN_C,Radical_SAM",NC_020990.1,XNR_4378,4991234,4992466,+,radical SAM family heme chaperone HemW,Coenzyme transport and metabolism,Op3283
XNR_RS21685,XNR_RS21685,"COG4636@1|root,COG4636@2|Bacteria,2GK5T@201174|Actinobacteria",protein conserved in cyanobacteria,-,-,-,-,-,-,-,-,-,-,-,Uma2,NC_020990.1,,4992551,4992874,+,Uma2 family endonuclease,Function unknown,Op3283
XNR_RS21690,XNR_RS21690,"COG0613@1|root,COG0613@2|Bacteria,2GIZ5@201174|Actinobacteria",Protein of unknown function (DUF3097),-,-,-,-,-,-,-,-,-,-,-,DUF3097,NC_020990.1,XNR_4380,4992883,4993716,-,DUF3097 domain-containing protein,Function unknown,Op3284
XNR_RS21695,blaB3,"COG0491@1|root,COG0491@2|Bacteria,2GMHY@201174|Actinobacteria",beta-lactamase domain protein,-,-,-,-,-,-,-,-,-,-,-,Lactamase_B,NC_020990.1,XNR_4381,4993726,4994466,-,MBL fold metallo-hydrolase,Function unknown,Op3284
XNR_RS21700,hrcA,"COG1420@1|root,COG1420@2|Bacteria,2GKF5@201174|Actinobacteria",Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons,"GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,ko:K03705,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_DeoR,HrcA",NC_020990.1,XNR_4382,4994687,4995703,+,heat-inducible transcriptional repressor HrcA,Transcription,Op3285
XNR_RS21705,dnaJ,"COG0484@1|root,COG0484@2|Bacteria,2GK69@201174|Actinobacteria","ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins","GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0030312,GO:0040007,GO:0044464,GO:0071944",-,ko:K03686,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,"DnaJ,DnaJ_C,DnaJ_CXXCXGXG",NC_020990.1,XNR_4383,4995704,4996843,+,molecular chaperone DnaJ,"Posttranslational modification, protein turnover, chaperones",Op3285
XNR_RS21710,XNR_RS21710,"COG2070@1|root,COG2070@2|Bacteria,2GKV4@201174|Actinobacteria",2-nitropropane dioxygenase,-,1.13.12.16,ko:K00459,"ko00910,map00910",-,R00025,"RC02541,RC02759","ko00000,ko00001,ko01000",-,-,-,NMO,NC_020990.1,XNR_4384,4996998,4998083,+,nitronate monooxygenase,"Translation, ribosomal structure and biogenesis",Op3286
XNR_RS21715,rsmE,"COG1385@1|root,COG1385@2|Bacteria,2GTKX@201174|Actinobacteria",Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070042,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.193,ko:K09761,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,Methyltrans_RNA,NC_020990.1,XNR_4385,4998080,4998811,+,16S rRNA (uracil(1498)-N(3))-methyltransferase,"Translation, ribosomal structure and biogenesis",Op3286
XNR_RS21720,tri1,"COG0793@1|root,COG4946@1|root,COG0793@2|Bacteria,COG4946@2|Bacteria,2GJKW@201174|Actinobacteria",Tricorn protease homolog,"GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564",-,ko:K08676,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"PD40,Peptidase_S41,Tricorn_C1,Tricorn_PDZ",NC_020990.1,XNR_4386,4999194,5002466,+,S41 family peptidase,Cell wall/membrane/envelope biogenesis,Op3287
XNR_RS21725,hit,"COG0537@1|root,COG0537@2|Bacteria,2IHPT@201174|Actinobacteria",Histidine triad (Hit) protein,-,-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT",NC_020990.1,XNR_4387,5002655,5003026,+,histidine triad nucleotide-binding protein,Nucleotide transport and metabolism,Op3288
XNR_RS21730,rnz,"COG1234@1|root,COG1234@2|Bacteria,2GJT2@201174|Actinobacteria","Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA","GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0031123,GO:0034414,GO:0034470,GO:0034641,GO:0034660,GO:0042779,GO:0042780,GO:0042781,GO:0043170,GO:0043628,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1905267",3.1.26.11,ko:K00784,"ko03013,map03013",-,-,-,"ko00000,ko00001,ko01000,ko03016",-,-,-,"Lactamase_B,Lactamase_B_2",NC_020990.1,XNR_4388,5003034,5003939,+,ribonuclease Z,Function unknown,Op3288
XNR_RS21735,XNR_RS21735,"COG4188@1|root,COG4188@2|Bacteria,2GXRS@201174|Actinobacteria",Chlorophyllase,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_6,Chlorophyllase,Chlorophyllase2,PAF-AH_p_II",NC_020990.1,XNR_4389,5003959,5004921,-,alpha/beta fold hydrolase,Function unknown,Op3289
XNR_RS21740,XNR_RS21740,"COG1309@1|root,COG1309@2|Bacteria,2GMDF@201174|Actinobacteria",Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,TetR_N,NC_020990.1,XNR_4390,5005100,5005690,+,helix-turn-helix domain containing protein,Transcription,Op3290
XNR_RS21745,XNR_RS21745,"COG1802@1|root,COG1802@2|Bacteria,2I8SM@201174|Actinobacteria",gntR family,-,-,-,-,-,-,-,-,-,-,-,"FCD,GntR",NC_020990.1,XNR_4391,5005773,5006456,+,GntR family transcriptional regulator,Transcription,Op3291
XNR_RS21750,acdS,"COG2515@1|root,COG2515@2|Bacteria,2GIV5@201174|Actinobacteria",1-aminocyclopropane-1-carboxylate deaminase,-,"3.5.99.7,4.4.1.15","ko:K01505,ko:K05396","ko00270,map00270",-,"R00997,R01874","RC00382,RC00419","ko00000,ko00001,ko01000",-,-,-,PALP,NC_020990.1,XNR_4392,5006483,5007490,+,1-aminocyclopropane-1-carboxylate deaminase,Amino acid transport and metabolism,Op3291
XNR_RS21755,add1,"COG1816@1|root,COG1816@2|Bacteria,2GJ6I@201174|Actinobacteria",Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism,"GO:0000034,GO:0003674,GO:0003824,GO:0006139,GO:0006144,GO:0006145,GO:0006146,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009112,GO:0009113,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019239,GO:0019438,GO:0019439,GO:0034641,GO:0034654,GO:0042440,GO:0043094,GO:0043096,GO:0043101,GO:0043103,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0046083,GO:0046100,GO:0046101,GO:0046112,GO:0046113,GO:0046148,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576","3.5.4.4,3.5.4.40","ko:K01488,ko:K18286","ko00130,ko00230,ko01100,ko01110,ko05340,map00130,map00230,map01100,map01110,map05340",-,"R01560,R02556,R10695",RC00477,"ko00000,ko00001,ko01000",-,-,-,A_deaminase,NC_020990.1,XNR_4393,5007708,5008700,+,adenosine deaminase,Nucleotide transport and metabolism,Op3292
XNR_RS21760,oleD,"COG1819@1|root,COG1819@2|Bacteria,2GJN7@201174|Actinobacteria","Glycosyltransferase, MGT family",-,-,-,-,-,-,-,-,-,-,-,UDPGT,NC_020990.1,XNR_4394,5008917,5010110,+,glycosyltransferase,Energy production and conversion,Op3293
XNR_RS21765,XNR_RS21765,"COG0604@1|root,COG0604@2|Bacteria,2GIS3@201174|Actinobacteria",alcohol dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,ADH_zinc_N_2",NC_020990.1,XNR_4395,5010158,5011129,-,NAD(P)-dependent alcohol dehydrogenase,Energy production and conversion,Op3294
XNR_RS21770,XNR_RS21770,"COG1309@1|root,COG1309@2|Bacteria,2HM1H@201174|Actinobacteria",transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,TetR_N,NC_020990.1,XNR_4396,5011243,5011908,+,TetR/AcrR family transcriptional regulator,Transcription,Op3295
XNR_RS21775,XNR_RS21775,"COG0477@1|root,COG2814@2|Bacteria,2GN3F@201174|Actinobacteria",Major facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,MFS_1,NC_020990.1,XNR_4397,5011912,5013231,-,transmembrane efflux protein,Amino acid transport and metabolism,Op3296
XNR_RS21780,XNR_RS21780,"COG1486@1|root,COG1486@2|Bacteria,2GK80@201174|Actinobacteria",family 4,-,3.2.1.86,ko:K01222,"ko00010,ko00500,map00010,map00500",-,"R00839,R05133,R05134","RC00049,RC00171,RC00714","ko00000,ko00001,ko01000",-,GT4,-,"Glyco_hydro_4,Glyco_hydro_4C",NC_020990.1,XNR_4398,5013745,5015079,-,6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,Op3297
XNR_RS21785,scrK,"COG0524@1|root,COG0524@2|Bacteria,2GKQP@201174|Actinobacteria",Carbohydrate kinase,-,-,-,-,-,-,-,-,-,-,-,PfkB,NC_020990.1,XNR_4399,5015157,5016299,+,PfkB family carbohydrate kinase,Carbohydrate transport and metabolism,Op3298
XNR_RS21790,XNR_RS21790,"2E6J0@1|root,33163@2|Bacteria,2HEIF@201174|Actinobacteria",Protein of unknown function (DUF2470),-,-,-,-,-,-,-,-,-,-,-,DUF2470,NC_020990.1,XNR_4400,5016399,5017076,+,DUF2470 domain-containing protein,Function unknown,Op3299
XNR_RS21795,XNR_RS21795,"COG0515@1|root,COG0515@2|Bacteria,2GMAC@201174|Actinobacteria",serine threonine protein kinase,-,2.7.11.1,ko:K08884,-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,"Pkinase,RicinB_lectin_2,Ricin_B_lectin",NC_020990.1,XNR_4401,5017270,5019033,-,serine/threonine-protein kinase,Transcription,Op3300
XNR_RS21800,phoH,"COG1702@1|root,COG1702@2|Bacteria,2GK0W@201174|Actinobacteria",phosphate starvation-inducible protein PhoH,-,-,ko:K06217,-,-,-,-,ko00000,-,-,-,PhoH,NC_020990.1,XNR_4402,5019322,5020338,+,PhoH family protein,Signal transduction mechanisms,Op3301
XNR_RS21805,ybeY,"COG0319@1|root,COG0319@2|Bacteria,2GMUF@201174|Actinobacteria",Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA,-,-,ko:K07042,-,-,-,-,"ko00000,ko03009",-,-,-,UPF0054,NC_020990.1,XNR_4403,5020394,5020891,+,rRNA maturation RNase YbeY,Function unknown,Op3302
XNR_RS21810,corC,"COG1253@1|root,COG1253@2|Bacteria,2GIWR@201174|Actinobacteria",Cbs domain,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,"CBS,CorC_HlyC,DUF21",NC_020990.1,XNR_4404,5020888,5022213,+,hemolysin family protein,Function unknown,Op3302
XNR_RS21815,XNR_RS21815,"COG2315@1|root,COG2315@2|Bacteria,2IHRR@201174|Actinobacteria",protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,YjbR,NC_020990.1,XNR_4405,5022243,5022596,+,MmcQ/YjbR family DNA-binding protein,Transcription,Op3302
XNR_RS21820,XNR_RS21820,"COG0295@1|root,COG0295@2|Bacteria,2IM42@201174|Actinobacteria",cytidine deaminase,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4406,5022631,5022984,+,hypothetical protein,Nucleotide transport and metabolism,Op3302
XNR_RS21825,era,"COG1159@1|root,COG1159@2|Bacteria,2GJJE@201174|Actinobacteria","An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464",-,ko:K03595,-,-,-,-,"ko00000,ko03009,ko03029",-,-,-,"KH_2,MMR_HSR1",NC_020990.1,XNR_4407,5023203,5024144,+,GTPase Era,Cell wall/membrane/envelope biogenesis,Op3303
XNR_RS21830,XNR_RS21830,"29266@1|root,2ZPR2@2|Bacteria,2IQH5@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4408,5024215,5024481,-,hypothetical protein,-,Op3304
XNR_RS21835,prt1,"COG3227@1|root,COG3227@2|Bacteria,2GJEW@201174|Actinobacteria",Peptidase M4,-,-,-,-,-,-,-,-,-,-,-,"Peptidase_M4,Peptidase_M4_C",NC_020990.1,XNR_4409,5024538,5025677,-,M4 family metallopeptidase,Amino acid transport and metabolism,Op3305
XNR_RS21840,leuA,"COG0119@1|root,COG0119@2|Bacteria,2GISX@201174|Actinobacteria",Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate),-,2.3.3.13,ko:K01649,"ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230",M00432,R01213,"RC00004,RC00470,RC02754","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"HMGL-like,LeuA_dimer",NC_020990.1,XNR_4410,5025977,5027770,+,2-isopropylmalate synthase,Amino acid transport and metabolism,Op3306
