,locus_tag,GOs
25616,XNR_RS25595,amino acid metabolic process
25617,XNR_RS25595,cellular aromatic compound metabolic process
25618,XNR_RS25595,sulfur compound metabolic process
25619,XNR_RS25595,nitrogen compound metabolic process
25620,XNR_RS25595,obsolete drug binding
25621,XNR_RS25595,biological_process
25622,XNR_RS25595,metabolic process
25623,XNR_RS25595,biosynthetic process
25624,XNR_RS25595,macromolecule biosynthetic process
25625,XNR_RS25595,cellular process
25626,XNR_RS25595,mycothiol biosynthetic process
25627,XNR_RS25595,mycothiol metabolic process
25628,XNR_RS25595,gene expression
25629,XNR_RS25595,membrane
25630,XNR_RS25595,RNA metabolic process
25631,XNR_RS25595,glycoside metabolic process
25632,XNR_RS25595,glycoside biosynthetic process
25633,XNR_RS25595,ligase activity
25634,XNR_RS25595,"ligase activity, forming carbon-oxygen bonds"
25635,XNR_RS25595,"ligase activity, forming carbon-nitrogen bonds"
25636,XNR_RS25595,acid-ammonia (or amide) ligase activity
25637,XNR_RS25595,purine nucleotide binding
25638,XNR_RS25595,protein metabolic process
25639,XNR_RS25595,carboxylic acid metabolic process
25640,XNR_RS25595,adenyl nucleotide binding
25641,XNR_RS25595,ribonucleotide binding
25642,XNR_RS25595,purine ribonucleotide binding
25643,XNR_RS25595,adenyl ribonucleotide binding
25644,XNR_RS25595,cellular nitrogen compound metabolic process
25645,XNR_RS25595,obsolete cellular macromolecule biosynthetic process
25646,XNR_RS25595,ncRNA metabolic process
25647,XNR_RS25595,cysteine-glucosaminylinositol ligase activity
25648,XNR_RS25595,purine ribonucleoside triphosphate binding
25649,XNR_RS25595,small molecule binding
25650,XNR_RS25595,growth
25651,XNR_RS25595,amino acid activation
25652,XNR_RS25595,tRNA aminoacylation
25653,XNR_RS25595,peptide biosynthetic process
25654,XNR_RS25595,ion binding
25655,XNR_RS25595,anion binding
25656,XNR_RS25595,macromolecule metabolic process
25657,XNR_RS25595,oxoacid metabolic process
25658,XNR_RS25595,amide metabolic process
25659,XNR_RS25595,amide biosynthetic process
25660,XNR_RS25595,cellular metabolic process
25661,XNR_RS25595,primary metabolic process
25662,XNR_RS25595,cellular biosynthetic process
25663,XNR_RS25595,obsolete cellular macromolecule metabolic process
25664,XNR_RS25595,protein metabolic process
25665,XNR_RS25595,cellular nitrogen compound biosynthetic process
25666,XNR_RS25595,sulfur compound biosynthetic process
25667,XNR_RS25595,small molecule metabolic process
25668,XNR_RS25595,obsolete intracellular part
25669,XNR_RS25595,obsolete cytoplasmic part
25670,XNR_RS25595,obsolete cell part
25671,XNR_RS25595,heterocycle metabolic process
25672,XNR_RS25595,obsolete cofactor metabolic process
25673,XNR_RS25595,obsolete cofactor biosynthetic process
25674,XNR_RS25595,organic substance metabolic process
25675,XNR_RS25595,cell periphery
25676,XNR_RS25595,nucleic acid metabolic process
25677,XNR_RS25595,organic cyclic compound binding
25678,XNR_RS25595,carbohydrate derivative binding
25679,XNR_RS25595,"catalytic activity, acting on RNA"
25680,XNR_RS25595,"catalytic activity, acting on a tRNA"
25681,XNR_RS25595,carbohydrate derivative metabolic process
25682,XNR_RS25595,carbohydrate derivative biosynthetic process
25683,XNR_RS25595,nucleoside phosphate binding
25684,XNR_RS25595,organic cyclic compound metabolic process
25685,XNR_RS25595,heterocyclic compound binding
25686,XNR_RS25595,organonitrogen compound metabolic process
25687,XNR_RS25595,organonitrogen compound biosynthetic process
25688,XNR_RS25595,organic substance biosynthetic process
25689,XNR_RS25595,glycosyl compound metabolic process
25690,XNR_RS25595,glycosyl compound biosynthetic process
25694,XNR_RS25615,molecular_function
25695,XNR_RS25615,catalytic activity
25696,XNR_RS25615,glycerol kinase activity
25697,XNR_RS25615,carbohydrate metabolic process
25698,XNR_RS25615,alcohol metabolic process
25699,XNR_RS25615,glycerol metabolic process
25700,XNR_RS25615,phosphorus metabolic process
25701,XNR_RS25615,phosphate-containing compound metabolic process
25702,XNR_RS25615,biological_process
25703,XNR_RS25615,metabolic process
25704,XNR_RS25615,cellular process
25705,XNR_RS25615,kinase activity
25706,XNR_RS25615,phosphorylation
25707,XNR_RS25615,transferase activity
25708,XNR_RS25615,"transferase activity, transferring phosphorus-containing groups"
25709,XNR_RS25615,"phosphotransferase activity, alcohol group as acceptor"
25710,XNR_RS25615,alditol metabolic process
25711,XNR_RS25615,polyol metabolic process
25712,XNR_RS25615,cellular metabolic process
25713,XNR_RS25615,primary metabolic process
25714,XNR_RS25615,obsolete cellular carbohydrate metabolic process
25715,XNR_RS25615,small molecule metabolic process
25716,XNR_RS25615,organic substance metabolic process
25717,XNR_RS25615,organic hydroxy compound metabolic process
25718,XNR_RS25620,cellular_component
25719,XNR_RS25620,obsolete cell
25720,XNR_RS25620,plasma membrane
25721,XNR_RS25620,membrane
25722,XNR_RS25620,obsolete cell part
25723,XNR_RS25620,cell periphery
25724,XNR_RS25625,molecular_function
25725,XNR_RS25625,nucleic acid binding
25726,XNR_RS25625,DNA binding
25727,XNR_RS25625,DNA-binding transcription factor activity
25728,XNR_RS25625,binding
25729,XNR_RS25625,regulation of DNA-templated transcription
25730,XNR_RS25625,biological_process
25731,XNR_RS25625,regulation of biosynthetic process
25732,XNR_RS25625,negative regulation of biosynthetic process
25733,XNR_RS25625,negative regulation of metabolic process
25734,XNR_RS25625,regulation of gene expression
25735,XNR_RS25625,regulation of macromolecule biosynthetic process
25736,XNR_RS25625,negative regulation of macromolecule biosynthetic process
25737,XNR_RS25625,negative regulation of macromolecule metabolic process
25738,XNR_RS25625,negative regulation of gene expression
25739,XNR_RS25625,regulation of nucleobase-containing compound metabolic process
25740,XNR_RS25625,regulation of metabolic process
25741,XNR_RS25625,regulation of cellular metabolic process
25742,XNR_RS25625,negative regulation of cellular metabolic process
25743,XNR_RS25625,regulation of cellular biosynthetic process
25744,XNR_RS25625,negative regulation of cellular biosynthetic process
25745,XNR_RS25625,negative regulation of DNA-templated transcription
25746,XNR_RS25625,negative regulation of nucleobase-containing compound metabolic process
25747,XNR_RS25625,negative regulation of biological process
25748,XNR_RS25625,negative regulation of cellular process
25749,XNR_RS25625,regulation of biological process
25750,XNR_RS25625,regulation of cellular process
25751,XNR_RS25625,regulation of nitrogen compound metabolic process
25752,XNR_RS25625,negative regulation of nitrogen compound metabolic process
25753,XNR_RS25625,regulation of RNA metabolic process
25754,XNR_RS25625,negative regulation of RNA metabolic process
25755,XNR_RS25625,regulation of macromolecule metabolic process
25756,XNR_RS25625,biological regulation
25757,XNR_RS25625,regulation of primary metabolic process
25758,XNR_RS25625,organic cyclic compound binding
25759,XNR_RS25625,transcription regulator activity
25760,XNR_RS25625,heterocyclic compound binding
25761,XNR_RS25625,negative regulation of RNA biosynthetic process
25762,XNR_RS25625,obsolete regulation of nucleic acid-templated transcription
25763,XNR_RS25625,obsolete negative regulation of nucleic acid-templated transcription
25764,XNR_RS25625,obsolete regulation of cellular macromolecule biosynthetic process
25765,XNR_RS25625,obsolete negative regulation of cellular macromolecule biosynthetic process
25766,XNR_RS25625,regulation of RNA biosynthetic process
25767,XNR_RS25630,sulfur amino acid metabolic process
25768,XNR_RS25630,sulfur amino acid biosynthetic process
25769,XNR_RS25630,molecular_function
25770,XNR_RS25630,catalytic activity
25771,XNR_RS25630,cellular_component
25772,XNR_RS25630,cell wall
25773,XNR_RS25630,intracellular anatomical structure
25774,XNR_RS25630,obsolete cell
25775,XNR_RS25630,cytoplasm
25776,XNR_RS25630,cytosol
25777,XNR_RS25630,plasma membrane
25778,XNR_RS25630,organic acid metabolic process
25779,XNR_RS25630,amino acid metabolic process
25780,XNR_RS25630,methionine metabolic process
25781,XNR_RS25630,sulfur compound metabolic process
25782,XNR_RS25630,nitrogen compound metabolic process
25783,XNR_RS25630,biological_process
25784,XNR_RS25630,metabolic process
25785,XNR_RS25630,methyltransferase activity
25786,XNR_RS25630,S-methyltransferase activity
25787,XNR_RS25630,amino acid biosynthetic process
25788,XNR_RS25630,methionine synthase activity
25789,XNR_RS25630,biosynthetic process
25790,XNR_RS25630,aspartate family amino acid metabolic process
25791,XNR_RS25630,aspartate family amino acid biosynthetic process
25792,XNR_RS25630,methionine biosynthetic process
25793,XNR_RS25630,cellular process
25794,XNR_RS25630,membrane
25795,XNR_RS25630,organic acid biosynthetic process
25796,XNR_RS25630,transferase activity
25797,XNR_RS25630,"transferase activity, transferring one-carbon groups"
25798,XNR_RS25630,carboxylic acid metabolic process
25799,XNR_RS25630,external encapsulating structure
25800,XNR_RS25630,methylation
25801,XNR_RS25630,5-methyltetrahydrofolate-dependent methyltransferase activity
25802,XNR_RS25630,oxoacid metabolic process
25803,XNR_RS25630,cellular metabolic process
25804,XNR_RS25630,primary metabolic process
25805,XNR_RS25630,cellular biosynthetic process
25806,XNR_RS25630,sulfur compound biosynthetic process
25807,XNR_RS25630,small molecule metabolic process
25808,XNR_RS25630,small molecule biosynthetic process
25809,XNR_RS25630,obsolete intracellular part
25810,XNR_RS25630,obsolete cytoplasmic part
25811,XNR_RS25630,obsolete cell part
25812,XNR_RS25630,carboxylic acid biosynthetic process
25813,XNR_RS25630,organic substance metabolic process
25814,XNR_RS25630,cell periphery
25815,XNR_RS25630,organonitrogen compound metabolic process
25816,XNR_RS25630,organonitrogen compound biosynthetic process
25817,XNR_RS25630,organic substance biosynthetic process
25818,XNR_RS25630,alpha-amino acid metabolic process
25819,XNR_RS25630,alpha-amino acid biosynthetic process
25825,XNR_RS25660,RNA methylation
25826,XNR_RS25660,molecular_function
25827,XNR_RS25660,catalytic activity
25828,XNR_RS25660,cellular_component
25829,XNR_RS25660,intracellular anatomical structure
25830,XNR_RS25660,obsolete cell
25831,XNR_RS25660,cytoplasm
25832,XNR_RS25660,plasma membrane
25833,XNR_RS25660,nucleobase-containing compound metabolic process
25834,XNR_RS25660,RNA processing
25835,XNR_RS25660,tRNA metabolic process
25836,XNR_RS25660,tRNA modification
25837,XNR_RS25660,cellular aromatic compound metabolic process
25838,XNR_RS25660,nitrogen compound metabolic process
25839,XNR_RS25660,tRNA processing
25840,XNR_RS25660,biological_process
25841,XNR_RS25660,metabolic process
25842,XNR_RS25660,methyltransferase activity
25843,XNR_RS25660,RNA methyltransferase activity
25844,XNR_RS25660,tRNA methyltransferase activity
25845,XNR_RS25660,S-adenosylmethionine-dependent methyltransferase activity
25846,XNR_RS25660,RNA modification
25847,XNR_RS25660,cellular process
25848,XNR_RS25660,gene expression
25849,XNR_RS25660,membrane
25850,XNR_RS25660,RNA metabolic process
25851,XNR_RS25660,tRNA (adenine) methyltransferase activity
25852,XNR_RS25660,tRNA (adenine-N1)-methyltransferase activity
25853,XNR_RS25660,transferase activity
25854,XNR_RS25660,"transferase activity, transferring one-carbon groups"
25855,XNR_RS25660,tRNA methylation
25856,XNR_RS25660,tRNA (m1A) methyltransferase complex
25857,XNR_RS25660,methylation
25858,XNR_RS25660,protein-containing complex
25859,XNR_RS25660,ncRNA processing
25860,XNR_RS25660,cellular nitrogen compound metabolic process
25861,XNR_RS25660,ncRNA metabolic process
25862,XNR_RS25660,methyltransferase complex
25863,XNR_RS25660,macromolecule metabolic process
25864,XNR_RS25660,macromolecule modification
25865,XNR_RS25660,macromolecule methylation
25866,XNR_RS25660,tRNA methyltransferase complex
25867,XNR_RS25660,cellular metabolic process
25868,XNR_RS25660,primary metabolic process
25869,XNR_RS25660,obsolete cellular macromolecule metabolic process
25870,XNR_RS25660,obsolete intracellular part
25871,XNR_RS25660,obsolete cytoplasmic part
25872,XNR_RS25660,obsolete cell part
25873,XNR_RS25660,heterocycle metabolic process
25874,XNR_RS25660,organic substance metabolic process
25875,XNR_RS25660,cell periphery
25876,XNR_RS25660,nucleic acid metabolic process
25877,XNR_RS25660,"catalytic activity, acting on RNA"
25878,XNR_RS25660,"catalytic activity, acting on a tRNA"
25879,XNR_RS25660,organic cyclic compound metabolic process
25880,XNR_RS25660,catalytic complex
25881,XNR_RS25660,transferase complex
25884,XNR_RS25675,response to reactive oxygen species
25885,XNR_RS25675,proteasome complex
25886,XNR_RS25675,molecular_function
25887,XNR_RS25675,catalytic activity
25888,XNR_RS25675,binding
25889,XNR_RS25675,protein binding
25890,XNR_RS25675,cellular_component
25891,XNR_RS25675,cell wall
25892,XNR_RS25675,intracellular anatomical structure
25893,XNR_RS25675,obsolete cell
25894,XNR_RS25675,plasma membrane
25895,XNR_RS25675,proteolysis
25896,XNR_RS25675,nitrogen compound metabolic process
25897,XNR_RS25675,response to stress
25898,XNR_RS25675,response to oxidative stress
25899,XNR_RS25675,biological_process
25900,XNR_RS25675,metabolic process
25901,XNR_RS25675,catabolic process
25902,XNR_RS25675,macromolecule catabolic process
25903,XNR_RS25675,obsolete pathogenesis
25904,XNR_RS25675,cellular process
25905,XNR_RS25675,response to inorganic substance
25906,XNR_RS25675,proteasomal protein catabolic process
25907,XNR_RS25675,proteasomal ubiquitin-independent protein catabolic process
25908,XNR_RS25675,membrane
25909,XNR_RS25675,pyrophosphatase activity
25910,XNR_RS25675,hydrolase activity
25911,XNR_RS25675,"hydrolase activity, acting on acid anhydrides"
25912,XNR_RS25675,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
25913,XNR_RS25675,ATP hydrolysis activity
25914,XNR_RS25675,ribonucleoside triphosphate phosphatase activity
25915,XNR_RS25675,protein metabolic process
25916,XNR_RS25675,modification-dependent protein catabolic process
25917,XNR_RS25675,proteasome-activating nucleotidase complex
25918,XNR_RS25675,proteasome accessory complex
25919,XNR_RS25675,protein catabolic process
25920,XNR_RS25675,external encapsulating structure
25921,XNR_RS25675,protein-containing complex
25922,XNR_RS25675,cellular response to stress
25923,XNR_RS25675,cellular response to oxidative stress
25924,XNR_RS25675,cellular response to reactive oxygen species
25925,XNR_RS25675,cellular response to xenobiotic stimulus
25926,XNR_RS25675,response to chemical
25927,XNR_RS25675,response to xenobiotic stimulus
25928,XNR_RS25675,identical protein binding
25929,XNR_RS25675,macromolecule metabolic process
25930,XNR_RS25675,protein unfolding
25931,XNR_RS25675,modification-dependent macromolecule catabolic process
25932,XNR_RS25675,cellular metabolic process
25933,XNR_RS25675,primary metabolic process
25934,XNR_RS25675,cellular catabolic process
25935,XNR_RS25675,protein catabolic process
25936,XNR_RS25675,obsolete cellular macromolecule metabolic process
25937,XNR_RS25675,obsolete cellular macromolecule catabolic process
25938,XNR_RS25675,protein metabolic process
25939,XNR_RS25675,biological process involved in interspecies interaction between organisms
25940,XNR_RS25675,obsolete intracellular part
25941,XNR_RS25675,obsolete cell part
25942,XNR_RS25675,protein-containing complex binding
25943,XNR_RS25675,response to stimulus
25944,XNR_RS25675,response to nitrosative stress
25945,XNR_RS25675,proteolysis involved in protein catabolic process
25946,XNR_RS25675,obsolete multi-organism process
25947,XNR_RS25675,cellular response to stimulus
25948,XNR_RS25675,proteasome binding
25949,XNR_RS25675,cellular response to chemical stimulus
25950,XNR_RS25675,cellular response to inorganic substance
25951,XNR_RS25675,organic substance metabolic process
25952,XNR_RS25675,response to nitric oxide
25953,XNR_RS25675,cellular response to nitric oxide
25954,XNR_RS25675,cell periphery
25955,XNR_RS25675,response to bronchodilator
25956,XNR_RS25675,modification-dependent protein binding
25957,XNR_RS25675,ubiquitination-like modification-dependent protein binding
25958,XNR_RS25675,organonitrogen compound metabolic process
25959,XNR_RS25675,organonitrogen compound catabolic process
25960,XNR_RS25675,organic substance catabolic process
25961,XNR_RS25675,response to nitrogen compound
25962,XNR_RS25675,cellular response to nitrogen compound
25963,XNR_RS25675,response to oxygen-containing compound
25964,XNR_RS25675,cellular response to oxygen-containing compound
25965,XNR_RS25675,cellular response to reactive nitrogen species
25966,XNR_RS25675,catalytic complex
25967,XNR_RS25675,peptidase complex
25968,XNR_RS25675,endopeptidase complex
25969,XNR_RS25680,nucleotide binding
25970,XNR_RS25680,molecular_function
25971,XNR_RS25680,catalytic activity
25972,XNR_RS25680,binding
25973,XNR_RS25680,ATP binding
25974,XNR_RS25680,protein modification process
25975,XNR_RS25680,proteolysis
25976,XNR_RS25680,nitrogen compound metabolic process
25977,XNR_RS25680,obsolete drug binding
25978,XNR_RS25680,biological_process
25979,XNR_RS25680,metabolic process
25980,XNR_RS25680,peptidase activity
25981,XNR_RS25680,catabolic process
25982,XNR_RS25680,macromolecule catabolic process
25983,XNR_RS25680,cellular process
25984,XNR_RS25680,proteasomal protein catabolic process
25985,XNR_RS25680,hydrolase activity
25986,XNR_RS25680,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
25987,XNR_RS25680,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
25988,XNR_RS25680,purine nucleotide binding
25989,XNR_RS25680,peptidyl-amino acid modification
25990,XNR_RS25680,peptidyl-lysine modification
25991,XNR_RS25680,protein metabolic process
25992,XNR_RS25680,modification-dependent protein catabolic process
25993,XNR_RS25680,protein catabolic process
25994,XNR_RS25680,adenyl nucleotide binding
25995,XNR_RS25680,protein modification by small protein conjugation
25996,XNR_RS25680,ribonucleotide binding
25997,XNR_RS25680,purine ribonucleotide binding
25998,XNR_RS25680,adenyl ribonucleotide binding
25999,XNR_RS25680,purine ribonucleoside triphosphate binding
26000,XNR_RS25680,small molecule binding
26001,XNR_RS25680,protein modification process
26002,XNR_RS25680,ion binding
26003,XNR_RS25680,anion binding
26004,XNR_RS25680,macromolecule metabolic process
26005,XNR_RS25680,macromolecule modification
26006,XNR_RS25680,modification-dependent macromolecule catabolic process
26007,XNR_RS25680,cellular metabolic process
26008,XNR_RS25680,primary metabolic process
26009,XNR_RS25680,cellular catabolic process
26010,XNR_RS25680,protein catabolic process
26011,XNR_RS25680,obsolete cellular macromolecule metabolic process
26012,XNR_RS25680,obsolete cellular macromolecule catabolic process
26013,XNR_RS25680,protein metabolic process
26014,XNR_RS25680,proteolysis involved in protein catabolic process
26015,XNR_RS25680,protein pupylation
26016,XNR_RS25680,protein modification by small protein conjugation or removal
26017,XNR_RS25680,organic substance metabolic process
26018,XNR_RS25680,organic cyclic compound binding
26019,XNR_RS25680,carbohydrate derivative binding
26020,XNR_RS25680,"catalytic activity, acting on a protein"
26021,XNR_RS25680,nucleoside phosphate binding
26022,XNR_RS25680,heterocyclic compound binding
26023,XNR_RS25680,organonitrogen compound metabolic process
26024,XNR_RS25680,organonitrogen compound catabolic process
26025,XNR_RS25680,organic substance catabolic process
26026,XNR_RS25685,molecular_function
26027,XNR_RS25685,binding
26028,XNR_RS25685,protein modification process
26029,XNR_RS25685,proteolysis
26030,XNR_RS25685,nitrogen compound metabolic process
26031,XNR_RS25685,biological_process
26032,XNR_RS25685,metabolic process
26033,XNR_RS25685,catabolic process
26034,XNR_RS25685,macromolecule catabolic process
26035,XNR_RS25685,cellular process
26036,XNR_RS25685,proteasomal protein catabolic process
26037,XNR_RS25685,peptidyl-amino acid modification
26038,XNR_RS25685,peptidyl-lysine modification
26039,XNR_RS25685,protein metabolic process
26040,XNR_RS25685,modification-dependent protein catabolic process
26041,XNR_RS25685,protein catabolic process
26042,XNR_RS25685,protein tag activity
26043,XNR_RS25685,protein modification by small protein conjugation
26044,XNR_RS25685,protein modification process
26045,XNR_RS25685,growth
26046,XNR_RS25685,macromolecule metabolic process
26047,XNR_RS25685,macromolecule modification
26048,XNR_RS25685,modification-dependent macromolecule catabolic process
26049,XNR_RS25685,cellular metabolic process
26050,XNR_RS25685,primary metabolic process
26051,XNR_RS25685,cellular catabolic process
26052,XNR_RS25685,protein catabolic process
26053,XNR_RS25685,obsolete cellular macromolecule metabolic process
26054,XNR_RS25685,obsolete cellular macromolecule catabolic process
26055,XNR_RS25685,protein metabolic process
26056,XNR_RS25685,protein-containing complex binding
26057,XNR_RS25685,proteolysis involved in protein catabolic process
26058,XNR_RS25685,protein pupylation
26059,XNR_RS25685,proteasome binding
26060,XNR_RS25685,protein modification by small protein conjugation or removal
26061,XNR_RS25685,organic substance metabolic process
26062,XNR_RS25685,organonitrogen compound metabolic process
26063,XNR_RS25685,organonitrogen compound catabolic process
26064,XNR_RS25685,organic substance catabolic process
26065,XNR_RS25690,proteasome complex
26066,XNR_RS25690,cellular_component
26067,XNR_RS25690,intracellular anatomical structure
26068,XNR_RS25690,obsolete cell
26069,XNR_RS25690,proteasome core complex
26070,XNR_RS25690,"proteasome core complex, beta-subunit complex"
26071,XNR_RS25690,protein-containing complex
26072,XNR_RS25690,obsolete intracellular part
26073,XNR_RS25690,obsolete cell part
26074,XNR_RS25690,catalytic complex
26075,XNR_RS25690,peptidase complex
26076,XNR_RS25690,endopeptidase complex
26077,XNR_RS25695,proteasome complex
26078,XNR_RS25695,molecular_function
26079,XNR_RS25695,catalytic activity
26080,XNR_RS25695,endopeptidase activity
26081,XNR_RS25695,threonine-type endopeptidase activity
26082,XNR_RS25695,cellular_component
26083,XNR_RS25695,cell wall
26084,XNR_RS25695,intracellular anatomical structure
26085,XNR_RS25695,obsolete cell
26086,XNR_RS25695,proteasome core complex
26087,XNR_RS25695,plasma membrane
26088,XNR_RS25695,proteolysis
26089,XNR_RS25695,nitrogen compound metabolic process
26090,XNR_RS25695,biological_process
26091,XNR_RS25695,metabolic process
26092,XNR_RS25695,peptidase activity
26093,XNR_RS25695,catabolic process
26094,XNR_RS25695,macromolecule catabolic process
26095,XNR_RS25695,obsolete pathogenesis
26096,XNR_RS25695,cellular process
26097,XNR_RS25695,proteasomal protein catabolic process
26098,XNR_RS25695,membrane
26099,XNR_RS25695,hydrolase activity
26100,XNR_RS25695,protein metabolic process
26101,XNR_RS25695,"proteasome core complex, alpha-subunit complex"
26102,XNR_RS25695,modification-dependent protein catabolic process
26103,XNR_RS25695,protein catabolic process
26104,XNR_RS25695,external encapsulating structure
26105,XNR_RS25695,protein-containing complex
26106,XNR_RS25695,growth
26107,XNR_RS25695,macromolecule metabolic process
26108,XNR_RS25695,modification-dependent macromolecule catabolic process
26109,XNR_RS25695,cellular metabolic process
26110,XNR_RS25695,primary metabolic process
26111,XNR_RS25695,cellular catabolic process
26112,XNR_RS25695,protein catabolic process
26113,XNR_RS25695,obsolete cellular macromolecule metabolic process
26114,XNR_RS25695,obsolete cellular macromolecule catabolic process
26115,XNR_RS25695,protein metabolic process
26116,XNR_RS25695,biological process involved in interspecies interaction between organisms
26117,XNR_RS25695,obsolete intracellular part
26118,XNR_RS25695,obsolete cell part
26119,XNR_RS25695,proteolysis involved in protein catabolic process
26120,XNR_RS25695,obsolete multi-organism process
26121,XNR_RS25695,threonine-type peptidase activity
26122,XNR_RS25695,peptidase activity
26123,XNR_RS25695,organic substance metabolic process
26124,XNR_RS25695,cell periphery
26125,XNR_RS25695,"catalytic activity, acting on a protein"
26126,XNR_RS25695,organonitrogen compound metabolic process
26127,XNR_RS25695,organonitrogen compound catabolic process
26128,XNR_RS25695,organic substance catabolic process
26129,XNR_RS25695,catalytic complex
26130,XNR_RS25695,peptidase complex
26131,XNR_RS25695,endopeptidase complex
26134,XNR_RS25710,nucleotide binding
26135,XNR_RS25710,response to reactive oxygen species
26136,XNR_RS25710,molecular_function
26137,XNR_RS25710,catalytic activity
26138,XNR_RS25710,binding
26139,XNR_RS25710,ATP binding
26140,XNR_RS25710,cellular_component
26141,XNR_RS25710,cell wall
26142,XNR_RS25710,obsolete cell
26143,XNR_RS25710,plasma membrane
26144,XNR_RS25710,protein modification process
26145,XNR_RS25710,proteolysis
26146,XNR_RS25710,nitrogen compound metabolic process
26147,XNR_RS25710,response to stress
26148,XNR_RS25710,response to oxidative stress
26149,XNR_RS25710,obsolete drug binding
26150,XNR_RS25710,biological_process
26151,XNR_RS25710,metabolic process
26152,XNR_RS25710,catabolic process
26153,XNR_RS25710,macromolecule catabolic process
26154,XNR_RS25710,obsolete pathogenesis
26155,XNR_RS25710,cellular process
26156,XNR_RS25710,response to inorganic substance
26157,XNR_RS25710,proteasomal protein catabolic process
26158,XNR_RS25710,membrane
26159,XNR_RS25710,transferase activity
26160,XNR_RS25710,ligase activity
26161,XNR_RS25710,"ligase activity, forming carbon-nitrogen bonds"
26162,XNR_RS25710,acid-amino acid ligase activity
26163,XNR_RS25710,purine nucleotide binding
26164,XNR_RS25710,peptidyl-amino acid modification
26165,XNR_RS25710,peptidyl-lysine modification
26166,XNR_RS25710,protein metabolic process
26167,XNR_RS25710,ubiquitin-like protein transferase activity
26168,XNR_RS25710,modification-dependent protein catabolic process
26169,XNR_RS25710,protein catabolic process
26170,XNR_RS25710,external encapsulating structure
26171,XNR_RS25710,adenyl nucleotide binding
26172,XNR_RS25710,protein modification by small protein conjugation
26173,XNR_RS25710,ribonucleotide binding
26174,XNR_RS25710,purine ribonucleotide binding
26175,XNR_RS25710,adenyl ribonucleotide binding
26176,XNR_RS25710,cellular response to stress
26177,XNR_RS25710,cellular response to oxidative stress
26178,XNR_RS25710,cellular response to reactive oxygen species
26179,XNR_RS25710,purine ribonucleoside triphosphate binding
26180,XNR_RS25710,cellular response to xenobiotic stimulus
26181,XNR_RS25710,small molecule binding
26182,XNR_RS25710,protein modification process
26183,XNR_RS25710,response to chemical
26184,XNR_RS25710,response to xenobiotic stimulus
26185,XNR_RS25710,ion binding
26186,XNR_RS25710,anion binding
26187,XNR_RS25710,macromolecule metabolic process
26188,XNR_RS25710,macromolecule modification
26189,XNR_RS25710,modification-dependent macromolecule catabolic process
26190,XNR_RS25710,cellular metabolic process
26191,XNR_RS25710,primary metabolic process
26192,XNR_RS25710,cellular catabolic process
26193,XNR_RS25710,protein catabolic process
26194,XNR_RS25710,obsolete cellular macromolecule metabolic process
26195,XNR_RS25710,obsolete cellular macromolecule catabolic process
26196,XNR_RS25710,protein metabolic process
26197,XNR_RS25710,biological process involved in interspecies interaction between organisms
26198,XNR_RS25710,obsolete cell part
26199,XNR_RS25710,response to stimulus
26200,XNR_RS25710,response to nitrosative stress
26201,XNR_RS25710,proteolysis involved in protein catabolic process
26202,XNR_RS25710,obsolete multi-organism process
26203,XNR_RS25710,cellular response to stimulus
26204,XNR_RS25710,protein pupylation
26205,XNR_RS25710,protein modification by small protein conjugation or removal
26206,XNR_RS25710,cellular response to chemical stimulus
26207,XNR_RS25710,cellular response to inorganic substance
26208,XNR_RS25710,organic substance metabolic process
26209,XNR_RS25710,response to nitric oxide
26210,XNR_RS25710,cellular response to nitric oxide
26211,XNR_RS25710,cell periphery
26212,XNR_RS25710,organic cyclic compound binding
26213,XNR_RS25710,response to bronchodilator
26214,XNR_RS25710,carbohydrate derivative binding
26215,XNR_RS25710,"catalytic activity, acting on a protein"
26216,XNR_RS25710,nucleoside phosphate binding
26217,XNR_RS25710,heterocyclic compound binding
26218,XNR_RS25710,organonitrogen compound metabolic process
26219,XNR_RS25710,organonitrogen compound catabolic process
26220,XNR_RS25710,organic substance catabolic process
26221,XNR_RS25710,response to nitrogen compound
26222,XNR_RS25710,cellular response to nitrogen compound
26223,XNR_RS25710,response to oxygen-containing compound
26224,XNR_RS25710,cellular response to oxygen-containing compound
26225,XNR_RS25710,cellular response to reactive nitrogen species
26228,XNR_RS25725,cellular_component
26229,XNR_RS25725,cell wall
26230,XNR_RS25725,obsolete cell
26231,XNR_RS25725,plasma membrane
26232,XNR_RS25725,membrane
26233,XNR_RS25725,external encapsulating structure
26234,XNR_RS25725,obsolete cell part
26235,XNR_RS25725,cell periphery
26236,XNR_RS25730,cellular_component
26237,XNR_RS25730,cell wall
26238,XNR_RS25730,obsolete cell
26239,XNR_RS25730,external encapsulating structure
26240,XNR_RS25730,obsolete cell part
26241,XNR_RS25730,cell periphery
26246,XNR_RS25755,molecular_function
26247,XNR_RS25755,catalytic activity
26248,XNR_RS25755,ATP-dependent diacylglycerol kinase activity
26249,XNR_RS25755,cellular_component
26250,XNR_RS25755,obsolete cell
26251,XNR_RS25755,plasma membrane
26252,XNR_RS25755,lipid metabolic process
