locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS25100,XNR_RS25100,NC_020990.1,XNR_5067,5754050,5754583,+,transglycosylase family protein,M,Op3785
XNR_RS25105,XNR_RS25105,NC_020990.1,XNR_5068,5754745,5756025,+,glycosyltransferase family 4 protein,M,Op3786
XNR_RS25110,XNR_RS25110,NC_020990.1,XNR_5069,5756022,5756933,+,hypothetical protein,M,Op3786
XNR_RS25115,XNR_RS25115,NC_020990.1,XNR_5070,5757143,5758153,+,YafY family protein,K,Op3787
XNR_RS25120,XNR_RS25120,NC_020990.1,XNR_5071,5758410,5758625,+,I78 family peptidase inhibitor,S,Op3788
XNR_RS25125,XNR_RS25125,NC_020990.1,XNR_5072,5758720,5759775,-,phosphatase PAP2 family protein,I,Op3789
XNR_RS25130,XNR_RS25130,NC_020990.1,XNR_5073,5760020,5761183,-,glycosyltransferase family 39 protein,N,Op3790
XNR_RS25135,XNR_RS25135,NC_020990.1,XNR_5074,5761413,5763134,+,MFS transporter,E,Op3791
XNR_RS25140,XNR_RS25140,NC_020990.1,XNR_5075,5763144,5763587,-,cell division protein SepF,D,Op3792
XNR_RS25145,XNR_RS25145,NC_020990.1,XNR_5076,5763880,5765052,+,DUF5685 family protein,-,Op3793
XNR_RS25150,XNR_RS25150,NC_020990.1,XNR_5077,5765069,5766055,-,ABC transporter substrate-binding protein,E,Op3794
XNR_RS25155,XNR_RS25155,NC_020990.1,XNR_5078,5766662,5767576,+,amino acid ABC transporter permease,E,Op3795
XNR_RS25160,XNR_RS25160,NC_020990.1,XNR_5079,5767573,5769474,+,FAD/NAD(P)-binding protein,C,Op3795
XNR_RS25165,XNR_RS25165,NC_020990.1,XNR_5080,5769458,5770366,+,amino acid ABC transporter permease,E,Op3795
XNR_RS25170,XNR_RS25170,NC_020990.1,XNR_5081,5770372,5771124,+,amino acid ABC transporter ATP-binding protein,E,Op3795
XNR_RS25175,XNR_RS25175,NC_020990.1,XNR_5082,5771200,5772186,+,ABC transporter substrate-binding protein,E,Op3796
XNR_RS25180,XNR_RS25180,NC_020990.1,XNR_5083,5772229,5773353,+,LLM class flavin-dependent oxidoreductase,C,Op3797
XNR_RS25185,XNR_RS25185,NC_020990.1,XNR_5084,5773350,5774687,+,NtaA/DmoA family FMN-dependent monooxygenase,C,Op3797
XNR_RS25190,XNR_RS25190,NC_020990.1,XNR_5085,5774680,5775474,+,DUF1684 domain-containing protein,C,Op3797
XNR_RS25195,XNR_RS25195,NC_020990.1,XNR_5086,5775707,5776606,+,S1 family peptidase,O,Op3798
XNR_RS25200,XNR_RS25200,NC_020990.1,XNR_5087,5776824,5777942,+,slipin family protein,O,Op3799
XNR_RS25205,XNR_RS25205,NC_020990.1,XNR_5088,5778459,5779541,+,S1 family peptidase,O,Op3800
XNR_RS25210,XNR_RS25210,NC_020990.1,XNR_5089,5779600,5780658,-,hypothetical protein,V,Op3801
XNR_RS25215,XNR_RS25215,NC_020990.1,XNR_5090,5780847,5784365,+,DNA polymerase III subunit alpha,L,Op3802
XNR_RS25220,XNR_RS25220,NC_020990.1,XNR_5091,5784362,5785333,+,hypothetical protein,L,Op3802
XNR_RS25225,XNR_RS25225,NC_020990.1,XNR_5092,5785533,5786405,+,alpha/beta fold hydrolase,Q,Op3803
XNR_RS25230,XNR_RS25230,NC_020990.1,XNR_5093,5786519,5787514,-,lytic polysaccharide monooxygenase,G,Op3804
XNR_RS25235,XNR_RS25235,NC_020990.1,XNR_5094,5787694,5788203,-,DUF402 domain-containing protein,J,Op3805
XNR_RS25240,XNR_RS25240,NC_020990.1,XNR_5095,5788184,5789101,-,GNAT family N-acetyltransferase,M,Op3805
XNR_RS25245,XNR_RS25245,NC_020990.1,XNR_5096,5789278,5789664,+,GntR family transcriptional regulator,K,Op3806
XNR_RS25250,XNR_RS25250,NC_020990.1,XNR_5097,5789728,5790897,-,DUF5925 domain-containing protein,O,Op3807
XNR_RS25255,XNR_RS25255,NC_020990.1,XNR_5098,5791048,5792394,+,xylan 1%2C4-beta-xylosidase,G,Op3808
XNR_RS25260,XNR_RS25260,NC_020990.1,XNR_5099,5792561,5793151,+,hypothetical protein,-,Op3809
XNR_RS25265,XNR_RS25265,NC_020990.1,XNR_5100,5793235,5793681,+,cytidine deaminase,F,Op3810
XNR_RS25270,XNR_RS25270,NC_020990.1,,5793697,5795835,-,hypothetical protein,G,Op3811
XNR_RS25275,XNR_RS25275,NC_020990.1,,5795832,5797169,-,polysaccharide biosynthesis C-terminal domain-containing protein,G,Op3812
XNR_RS25280,XNR_RS25280,NC_020990.1,XNR_5101,5797162,5798064,-,polysaccharide deacetylase family protein,G,Op3812
XNR_RS25285,XNR_RS25285,NC_020990.1,XNR_5102,5798061,5799098,-,glycosyltransferase family 2 protein,M,Op3812
XNR_RS25290,XNR_RS25290,NC_020990.1,XNR_5103,5799095,5799862,-,glycosyltransferase family 2 protein,M,Op3812
XNR_RS30635,XNR_RS30635,NC_020990.1,,5800212,5800436,+,hypothetical protein,X,Op3813
XNR_RS25295,XNR_RS25295,NC_020990.1,XNR_5104,5800442,5801536,-,GNAT family N-acetyltransferase,M,Op3814
XNR_RS25300,XNR_RS25300,NC_020990.1,XNR_5105,5801538,5801954,-,hypothetical protein,X,Op3814
XNR_RS25305,XNR_RS25305,NC_020990.1,XNR_5106,5802280,5803089,+,SGNH/GDSL hydrolase family protein,E,Op3815
XNR_RS25310,XNR_RS25310,NC_020990.1,XNR_5107,5803189,5804292,-,serine/threonine-protein kinase,K,Op3816
XNR_RS25315,XNR_RS25315,NC_020990.1,XNR_5108,5804604,5804873,+,hypothetical protein,-,Op3817
XNR_RS25320,XNR_RS25320,NC_020990.1,XNR_5109,5805018,5806169,-,hypothetical protein,V,Op3818
XNR_RS25325,helR,NC_020990.1,XNR_5110,5806276,5808453,-,RNA polymerase recycling motor ATPase HelR,L,Op3819
XNR_RS25330,XNR_RS25330,NC_020990.1,XNR_5111,5808614,5809360,-,GntR family transcriptional regulator,K,Op3820
XNR_RS25335,hmgA,NC_020990.1,XNR_5112,5809436,5810758,-,homogentisate 1%2C2-dioxygenase,Q,Op3821
XNR_RS25340,XNR_RS25340,NC_020990.1,,5810892,5811668,+,right-handed parallel beta-helix repeat-containing protein,G,Op3822
XNR_RS25345,XNR_RS25345,NC_020990.1,XNR_5114,5811774,5812982,-,RNA-guided endonuclease TnpB family protein,L,Op3823
XNR_RS25350,tnpA,NC_020990.1,XNR_5115,5812979,5813605,-,IS200/IS605 family transposase,L,Op3823
XNR_RS25355,XNR_RS25355,NC_020990.1,XNR_5116,5813635,5814915,+,hypothetical protein,-,Op3824
XNR_RS25360,XNR_RS25360,NC_020990.1,XNR_5117,5814975,5815616,+,TetR/AcrR family transcriptional regulator,K,Op3825
XNR_RS25365,XNR_RS25365,NC_020990.1,XNR_5118,5815698,5816792,+,zinc-binding dehydrogenase,C,Op3826
XNR_RS25370,XNR_RS25370,NC_020990.1,XNR_5119,5816908,5817585,+,TetR/AcrR family transcriptional regulator,K,Op3827
XNR_RS25375,XNR_RS25375,NC_020990.1,XNR_5120,5817638,5818099,-,MaoC family dehydratase,I,Op3828
XNR_RS25380,soxR,NC_020990.1,XNR_5121,5818260,5818724,+,redox-sensitive transcriptional activator SoxR,K,Op3829
XNR_RS25390,XNR_RS25390,NC_020990.1,XNR_5123,5819595,5820098,+,hypothetical protein,-,Op3830
XNR_RS25395,XNR_RS25395,NC_020990.1,XNR_5124,5820159,5820737,-,hypothetical protein,-,Op3831
XNR_RS25400,XNR_RS25400,NC_020990.1,XNR_5125,5821030,5823864,+,penicillin acylase family protein,S,Op3832
XNR_RS25405,XNR_RS25405,NC_020990.1,XNR_5126,5823944,5825203,-,DUF1343 domain-containing protein,S,Op3833
XNR_RS25410,XNR_RS25410,NC_020990.1,XNR_5127,5825320,5825964,-,TetR/AcrR family transcriptional regulator,K,Op3834
XNR_RS25415,XNR_RS25415,NC_020990.1,XNR_5128,5826131,5827750,+,ABC-F family ATP-binding cassette domain-containing protein,S,Op3835
XNR_RS25420,XNR_RS25420,NC_020990.1,XNR_5129,5827798,5828436,+,CatB-related O-acetyltransferase,S,Op3836
XNR_RS25425,XNR_RS25425,NC_020990.1,XNR_5130,5828587,5829357,+,SDR family oxidoreductase,S,Op3837
XNR_RS25430,XNR_RS25430,NC_020990.1,XNR_5131,5829354,5831051,+,AMP-binding protein,I,Op3837
XNR_RS25435,XNR_RS25435,NC_020990.1,XNR_5132,5831082,5831696,+,TetR/AcrR family transcriptional regulator,K,Op3837
XNR_RS25440,XNR_RS25440,NC_020990.1,XNR_5133,5831761,5832975,-,acyl-CoA dehydrogenase family protein,I,Op3838
XNR_RS25445,XNR_RS25445,NC_020990.1,XNR_5134,5832978,5834045,-,phosphotransferase family protein,S,Op3838
XNR_RS25450,XNR_RS25450,NC_020990.1,XNR_5135,5834235,5835170,+,NADP-dependent oxidoreductase,C,Op3839
XNR_RS25455,XNR_RS25455,NC_020990.1,XNR_5136,5835183,5835506,-,DUF202 domain-containing protein,S,Op3840
XNR_RS25460,XNR_RS25460,NC_020990.1,XNR_5137,5835503,5835892,-,DUF202 domain-containing protein,S,Op3840
XNR_RS25465,XNR_RS25465,NC_020990.1,XNR_5138,5835889,5836422,-,NUDIX domain-containing protein,I,Op3840
XNR_RS25470,XNR_RS25470,NC_020990.1,XNR_5139,5836492,5837256,-,SDR family oxidoreductase,I,Op3841
XNR_RS25475,XNR_RS25475,NC_020990.1,XNR_5140,5837253,5837927,-,helix-turn-helix domain containing protein,K,Op3841
XNR_RS25480,XNR_RS25480,NC_020990.1,XNR_5141,5838059,5839714,+,FAD-binding dehydrogenase,S,Op3842
XNR_RS25485,catA,NC_020990.1,XNR_5142,5839796,5840458,+,type A chloramphenicol O-acetyltransferase,V,Op3843
XNR_RS25490,XNR_RS25490,NC_020990.1,XNR_5143,5840628,5841581,+,hypothetical protein,-,Op3844
XNR_RS25495,XNR_RS25495,NC_020990.1,XNR_5144,5841641,5843197,+,APC family permease,E,Op3845
XNR_RS25500,XNR_RS25500,NC_020990.1,XNR_5145,5843305,5844702,-,gluconate:H+ symporter,E,Op3846
XNR_RS25505,XNR_RS25505,NC_020990.1,XNR_5146,5844810,5845337,-,gluconokinase,G,Op3847
XNR_RS25510,XNR_RS25510,NC_020990.1,XNR_5147,5845491,5846216,+,FCD domain-containing protein,K,Op3848
XNR_RS25515,XNR_RS25515,NC_020990.1,XNR_5148,5846244,5846696,-,YchJ family protein,S,Op3849
XNR_RS25520,XNR_RS25520,NC_020990.1,XNR_5149,5846804,5847202,+,DUF488 family protein,K,Op3850
XNR_RS25530,XNR_RS25530,NC_020990.1,XNR_5151,5847511,5848845,+,M20/M25/M40 family metallo-hydrolase,E,Op3851
XNR_RS25535,chpH,NC_020990.1,XNR_5152,5849082,5849315,+,chaplin ChpH,S,Op3852
XNR_RS31640,XNR_RS31640,NC_020990.1,,5849471,5849695,+,chaplin,S,Op3853
XNR_RS31645,XNR_RS31645,NC_020990.1,,5849789,5849959,+,chaplin,S,Op3854
XNR_RS25545,XNR_RS25545,NC_020990.1,XNR_5154,5850323,5850511,-,DUF5703 family protein,-,Op3855
XNR_RS25550,XNR_RS25550,NC_020990.1,XNR_5155,5850559,5851293,+,hypothetical protein,-,Op3856
XNR_RS25555,XNR_RS25555,NC_020990.1,XNR_5156,5851412,5853610,-,AAA family ATPase,L,Op3857
XNR_RS25560,XNR_RS25560,NC_020990.1,XNR_5157,5853607,5854599,-,aldo/keto reductase,C,Op3857
XNR_RS25565,XNR_RS25565,NC_020990.1,XNR_5158,5854779,5855828,+,LLM class F420-dependent oxidoreductase,C,Op3858
XNR_RS25570,XNR_RS25570,NC_020990.1,XNR_5159,5856105,5856893,+,hypothetical protein,H,Op3859
XNR_RS25575,XNR_RS25575,NC_020990.1,XNR_5160,5856905,5857903,-,magnesium and cobalt transport protein CorA,P,Op3860
XNR_RS25580,XNR_RS25580,NC_020990.1,XNR_5161,5857991,5858683,+,MSMEG_4193 family putative phosphomutase,G,Op3861
XNR_RS25585,XNR_RS25585,NC_020990.1,XNR_5162,5858769,5859359,+,DUF3090 domain-containing protein,S,Op3862
XNR_RS25590,XNR_RS25590,NC_020990.1,XNR_5163,5859323,5860249,+,SCO1664 family protein,B,Op3862
XNR_RS25595,mshC,NC_020990.1,XNR_5164,5860358,5861587,+,cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase,J,Op3863
XNR_RS25600,XNR_RS25600,NC_020990.1,XNR_5165,5861654,5862781,-,PAC2 family protein,S,Op3864
XNR_RS25605,XNR_RS25605,NC_020990.1,XNR_5166,5862939,5863997,-,LLM class flavin-dependent oxidoreductase,C,Op3865
XNR_RS25610,XNR_RS25610,NC_020990.1,XNR_5167,5864075,5865685,-,glycerol-3-phosphate dehydrogenase/oxidase,C,Op3866
XNR_RS25615,glpK,NC_020990.1,XNR_5168,5865749,5867290,-,glycerol kinase GlpK,C,Op3867
XNR_RS25620,XNR_RS25620,NC_020990.1,,5867371,5868140,-,aquaporin family protein,G,Op3868
XNR_RS25625,XNR_RS25625,NC_020990.1,XNR_5170,5868507,5869271,-,IclR family transcriptional regulator,K,Op3869
XNR_RS25630,metH,NC_020990.1,XNR_5171,5869595,5873119,+,methionine synthase,E,Op3870
XNR_RS25635,XNR_RS25635,NC_020990.1,XNR_5172,5873284,5873985,+,HAD family phosphatase,E,Op3871
XNR_RS25640,XNR_RS25640,NC_020990.1,XNR_5173,5874489,5876093,+,ABC transporter substrate-binding protein,E,Op3872
XNR_RS25645,XNR_RS25645,NC_020990.1,XNR_5174,5876176,5876853,-,response regulator transcription factor,T,Op3873
XNR_RS25650,XNR_RS25650,NC_020990.1,XNR_5175,5876870,5877838,-,PD-(D/E)XK nuclease family protein,L,Op3873
XNR_RS25655,XNR_RS25655,NC_020990.1,XNR_5176,5878041,5879285,+,site-2 protease family protein,M,Op3874
XNR_RS25660,XNR_RS25660,NC_020990.1,XNR_5177,5879350,5880252,+,tRNA (adenine-N1)-methyltransferase,J,Op3875
XNR_RS25665,XNR_RS25665,NC_020990.1,XNR_5178,5880488,5881093,+,hypothetical protein,-,Op3876
XNR_RS25670,XNR_RS25670,NC_020990.1,XNR_5179,5881185,5881493,-,ferredoxin,C,Op3877
XNR_RS25675,arc,NC_020990.1,XNR_5180,5881747,5883513,+,proteasome ATPase,O,Op3878
XNR_RS25680,dop,NC_020990.1,XNR_5181,5883780,5885291,+,depupylase/deamidase Dop,S,Op3879
XNR_RS25685,XNR_RS25685,NC_020990.1,XNR_5182,5885434,5885652,+,ubiquitin-like protein Pup,S,Op3880
XNR_RS25690,prcB,NC_020990.1,XNR_5183,5885887,5886732,+,proteasome subunit beta,O,Op3881
XNR_RS25695,prcA,NC_020990.1,XNR_5184,5886791,5887603,+,proteasome subunit alpha,O,Op3881
XNR_RS25700,XNR_RS25700,NC_020990.1,XNR_5185,5887655,5888671,-,LacI family DNA-binding transcriptional regulator,K,Op3882
XNR_RS25705,XNR_RS25705,NC_020990.1,XNR_5186,5888863,5890122,+,MFS transporter,E,Op3883
XNR_RS25710,pafA,NC_020990.1,XNR_5187,5890132,5891493,+,Pup--protein ligase,O,Op3883
XNR_RS25715,XNR_RS25715,NC_020990.1,XNR_5188,5891687,5892667,+,FKBP-type peptidyl-prolyl cis-trans isomerase,O,Op3884
XNR_RS25720,XNR_RS25720,NC_020990.1,XNR_5189,5892758,5893132,+,FKBP-type peptidyl-prolyl cis-trans isomerase,O,Op3885
XNR_RS25725,XNR_RS25725,NC_020990.1,XNR_5190,5893245,5894198,+,WYL domain-containing protein,K,Op3886
XNR_RS25730,XNR_RS25730,NC_020990.1,XNR_5191,5894209,5895171,+,WYL domain-containing protein,K,Op3886
XNR_RS25735,XNR_RS25735,NC_020990.1,XNR_5192,5895168,5895419,+,hypothetical protein,-,Op3886
XNR_RS25740,XNR_RS25740,NC_020990.1,XNR_5193,5895436,5895621,+,hypothetical protein,-,Op3886
XNR_RS25745,tatA,NC_020990.1,XNR_5194,5895849,5896145,+,Sec-independent protein translocase subunit TatA,U,Op3887
XNR_RS25750,tatC,NC_020990.1,XNR_5195,5896205,5897179,+,twin-arginine translocase subunit TatC,U,Op3887
XNR_RS25755,XNR_RS25755,NC_020990.1,XNR_5196,5897196,5898086,+,YegS/Rv2252/BmrU family lipid kinase,I,Op3887
XNR_RS25760,XNR_RS25760,NC_020990.1,XNR_5197,5898162,5900969,+,DEAD/DEAH box helicase,L,Op3888
XNR_RS25765,XNR_RS25765,NC_020990.1,XNR_5198,5901211,5902590,+,cytochrome P450,Q,Op3889
XNR_RS25770,XNR_RS25770,NC_020990.1,XNR_5199,5903076,5904662,+,ATP-binding protein,T,Op3890
XNR_RS25775,XNR_RS25775,NC_020990.1,XNR_5200,5904659,5905066,+,roadblock/LC7 domain-containing protein,S,Op3890
XNR_RS25780,XNR_RS25780,NC_020990.1,XNR_5201,5905063,5905437,+,DUF742 domain-containing protein,K,Op3890
XNR_RS25785,XNR_RS25785,NC_020990.1,XNR_5202,5905418,5906032,+,ATP/GTP-binding protein,S,Op3890
XNR_RS25790,XNR_RS25790,NC_020990.1,XNR_5203,5906165,5907676,+,cytochrome P450,Q,Op3891
XNR_RS25795,XNR_RS25795,NC_020990.1,XNR_5204,5907753,5908709,-,pseudouridine synthase,J,Op3892
XNR_RS25800,XNR_RS25800,NC_020990.1,XNR_5205,5908798,5909454,-,fasciclin domain-containing protein,M,Op3893
XNR_RS25805,XNR_RS25805,NC_020990.1,XNR_5206,5909587,5911185,-,molybdopterin-dependent oxidoreductase,M,Op3894
XNR_RS25810,XNR_RS25810,NC_020990.1,XNR_5207,5911385,5912140,-,anti-sigma factor,K,Op3895
XNR_RS25815,XNR_RS25815,NC_020990.1,XNR_5208,5912137,5912721,-,sigma-70 family RNA polymerase sigma factor,K,Op3895
XNR_RS25820,XNR_RS25820,NC_020990.1,XNR_5209,5912987,5913844,-,siderophore-interacting protein,P,Op3896
XNR_RS25825,XNR_RS25825,NC_020990.1,XNR_5210,5913939,5914844,-,5'-3' exonuclease,L,Op3897
XNR_RS25830,XNR_RS25830,NC_020990.1,XNR_5211,5915207,5916355,+,glycine betaine/L-proline ABC transporter ATP-binding protein,E,Op3898
XNR_RS25835,XNR_RS25835,NC_020990.1,XNR_5212,5916348,5919794,+,ABC transporter permease/substrate binding protein,E,Op3898
XNR_RS25840,XNR_RS25840,NC_020990.1,XNR_5213,5920123,5920680,+,XRE family transcriptional regulator,K,Op3899
XNR_RS25845,XNR_RS25845,NC_020990.1,XNR_5214,5920702,5921835,-,TDT family transporter,P,Op3900
XNR_RS25850,XNR_RS25850,NC_020990.1,XNR_5215,5921907,5922860,+,LysR family transcriptional regulator,K,Op3901
XNR_RS25855,XNR_RS25855,NC_020990.1,XNR_5216,5922869,5923576,-,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,K,Op3902
XNR_RS25860,eat,NC_020990.1,XNR_5217,5923624,5925099,-,ethanolamine permease,E,Op3903
XNR_RS25865,XNR_RS25865,NC_020990.1,XNR_5218,5925232,5925993,-,FCD domain-containing protein,K,Op3904
XNR_RS25870,XNR_RS25870,NC_020990.1,XNR_5219,5926068,5927432,+,glutamine synthetase family protein,E,Op3905
XNR_RS25875,XNR_RS25875,NC_020990.1,XNR_5220,5927441,5928838,+,aldehyde dehydrogenase family protein,C,Op3905
XNR_RS25880,XNR_RS25880,NC_020990.1,XNR_5221,5928835,5929647,+,3-oxoacyl-ACP reductase,I,Op3905
XNR_RS25885,XNR_RS25885,NC_020990.1,XNR_5222,5929740,5930753,+,DUF2510 domain-containing protein,-,Op3906
XNR_RS25890,XNR_RS25890,NC_020990.1,XNR_5223,5930766,5931968,-,alanine racemase,E,Op3907
XNR_RS25895,XNR_RS25895,NC_020990.1,XNR_5224,5932177,5933283,+,hypothetical protein,-,Op3908
XNR_RS25900,mycP,NC_020990.1,XNR_5225,5933280,5934449,+,type VII secretion-associated serine protease mycosin,O,Op3908
XNR_RS25905,XNR_RS25905,NC_020990.1,XNR_5226,5934511,5935248,+,SseB family protein,O,Op3909
XNR_RS25910,XNR_RS25910,NC_020990.1,XNR_5227,5935366,5936076,+,MIP family channel protein,G,Op3910
XNR_RS25915,XNR_RS25915,NC_020990.1,XNR_5228,5936155,5936517,-,DUF1844 domain-containing protein,-,Op3911
XNR_RS25920,infC,NC_020990.1,XNR_5229,5936984,5937652,+,translation initiation factor IF-3,J,Op3912
XNR_RS25925,rpmI,NC_020990.1,XNR_5230,5937759,5937953,+,50S ribosomal protein L35,J,Op3913
XNR_RS25930,rplT,NC_020990.1,XNR_5231,5938056,5938442,+,50S ribosomal protein L20,J,Op3914
XNR_RS25935,XNR_RS25935,NC_020990.1,XNR_5232,5938557,5939384,+,RNA methyltransferase,J,Op3915
XNR_RS25940,XNR_RS25940,NC_020990.1,XNR_5233,5939420,5939785,+,hypothetical protein,-,Op3915
XNR_RS25945,XNR_RS25945,NC_020990.1,XNR_5234,5939978,5941093,+,ATP-binding protein,T,Op3916
XNR_RS25950,pheS,NC_020990.1,XNR_5235,5941320,5942456,+,phenylalanine--tRNA ligase subunit alpha,J,Op3917
XNR_RS25955,pheT,NC_020990.1,XNR_5236,5942456,5944981,+,phenylalanine--tRNA ligase subunit beta,J,Op3917
XNR_RS25960,XNR_RS25960,NC_020990.1,XNR_5237,5945243,5946343,+,PP2C family protein-serine/threonine phosphatase,K,Op3918
XNR_RS25965,XNR_RS25965,NC_020990.1,XNR_5238,5946436,5947146,+,hypothetical protein,S,Op3919
XNR_RS25970,XNR_RS25970,NC_020990.1,XNR_5239,5947192,5947839,-,helix-turn-helix domain containing protein,K,Op3920
XNR_RS25975,XNR_RS25975,NC_020990.1,XNR_5240,5947959,5948987,+,hypothetical protein,-,Op3921
XNR_RS25980,XNR_RS25980,NC_020990.1,XNR_5241,5949117,5949977,-,3-hydroxybutyryl-CoA dehydrogenase,I,Op3922
XNR_RS25985,XNR_RS25985,NC_020990.1,XNR_5242,5950375,5951325,-,DMT family transporter,E,Op3923
XNR_RS25990,XNR_RS25990,NC_020990.1,XNR_5243,5951324,5952811,+,PLP-dependent aminotransferase family protein,E,Op3924
XNR_RS25995,XNR_RS25995,NC_020990.1,XNR_5244,5952853,5953326,+,GNAT family N-acetyltransferase,K,Op3925
XNR_RS26000,XNR_RS26000,NC_020990.1,XNR_5245,5953426,5954001,+,histidine phosphatase family protein,G,Op3926
XNR_RS26005,XNR_RS26005,NC_020990.1,XNR_5246,5954027,5954551,+,AAA family ATPase,C,Op3926
XNR_RS26010,XNR_RS26010,NC_020990.1,XNR_5247,5954562,5956013,-,MFS transporter,E,Op3927
XNR_RS26015,XNR_RS26015,NC_020990.1,XNR_5248,5956132,5956728,+,TetR/AcrR family transcriptional regulator,K,Op3928
XNR_RS26020,XNR_RS26020,NC_020990.1,XNR_5249,5956793,5957647,+,N-acetyltransferase,K,Op3929
XNR_RS26025,XNR_RS26025,NC_020990.1,XNR_5250,5957816,5958436,+,SDR family oxidoreductase,G,Op3930
XNR_RS26030,XNR_RS26030,NC_020990.1,XNR_5251,5958521,5960743,+,NADP-dependent isocitrate dehydrogenase,C,Op3931
XNR_RS26035,XNR_RS26035,NC_020990.1,XNR_5252,5960932,5961336,-,DUF5997 family protein,-,Op3932
XNR_RS26040,XNR_RS26040,NC_020990.1,XNR_5253,5961393,5962274,-,NAD-dependent epimerase/dehydratase family protein,G,Op3933
XNR_RS26045,XNR_RS26045,NC_020990.1,XNR_5254,5962360,5962941,+,TetR/AcrR family transcriptional regulator,K,Op3934
XNR_RS26050,XNR_RS26050,NC_020990.1,XNR_5255,5962998,5963834,+,LysR family substrate-binding domain-containing protein,K,Op3935
XNR_RS26055,XNR_RS26055,NC_020990.1,XNR_5256,5963888,5964439,-,GNAT family N-acetyltransferase,J,Op3936
XNR_RS26060,XNR_RS26060,NC_020990.1,XNR_5257,5964633,5965493,+,bifunctional 5%2C10-methylenetetrahydrofolate dehydrogenase/5%2C10-methenyltetrahydrofolate cyclohydrolase,H,Op3937
XNR_RS26065,XNR_RS26065,NC_020990.1,XNR_5258,5965501,5966196,-,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,K,Op3938
XNR_RS26070,XNR_RS26070,NC_020990.1,XNR_5259,5966269,5967186,+,alpha/beta fold hydrolase,I,Op3939
XNR_RS26075,XNR_RS26075,NC_020990.1,XNR_5260,5967220,5968227,-,MerR family transcriptional regulator,C,Op3940
XNR_RS26080,XNR_RS26080,NC_020990.1,XNR_5261,5968235,5968909,-,HEAT repeat domain-containing protein,C,Op3940
XNR_RS26085,XNR_RS26085,NC_020990.1,XNR_5262,5968991,5969683,-,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,K,Op3941
XNR_RS26090,XNR_RS26090,NC_020990.1,XNR_5263,5969849,5970967,+,NAD(P)/FAD-dependent oxidoreductase,C,Op3942
XNR_RS30930,XNR_RS30930,NC_020990.1,XNR_5264,5971192,5971362,-,hypothetical protein,-,Op3943
XNR_RS26095,argC,NC_020990.1,XNR_5265,5971776,5972804,+,N-acetyl-gamma-glutamyl-phosphate reductase,E,Op3944
XNR_RS26100,argJ,NC_020990.1,XNR_5266,5972922,5974073,+,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,E,Op3944
XNR_RS26105,argB,NC_020990.1,XNR_5267,5974129,5975028,+,acetylglutamate kinase,E,Op3944
XNR_RS26110,XNR_RS26110,NC_020990.1,XNR_5268,5975025,5976269,+,acetylornithine transaminase,E,Op3944
XNR_RS26115,XNR_RS26115,NC_020990.1,XNR_5269,5976292,5976825,+,arginine repressor,K,Op3944
XNR_RS26120,XNR_RS26120,NC_020990.1,XNR_5270,5976977,5978152,+,sensor histidine kinase,T,Op3945
XNR_RS26125,XNR_RS26125,NC_020990.1,XNR_5271,5978149,5978817,+,response regulator transcription factor,T,Op3945
XNR_RS26130,XNR_RS26130,NC_020990.1,XNR_5272,5978930,5979190,+,hypothetical protein,-,Op3946
XNR_RS26135,XNR_RS26135,NC_020990.1,XNR_5273,5979192,5981366,+,MMPL family transporter,F,Op3946
XNR_RS26140,XNR_RS26140,NC_020990.1,XNR_5274,5981425,5982426,-,bile acid:sodium symporter family protein,S,Op3947
XNR_RS26145,XNR_RS26145,NC_020990.1,XNR_5275,5982520,5983143,-,pyridoxamine 5'-phosphate oxidase family protein,S,Op3948
XNR_RS26150,argH,NC_020990.1,XNR_5276,5983324,5984763,+,argininosuccinate lyase,E,Op3949
XNR_RS26155,XNR_RS26155,NC_020990.1,XNR_5277,5984855,5985607,+,hypothetical protein,K,Op3950
XNR_RS31400,XNR_RS31400,NC_020990.1,,5985490,5985855,+,GNAT family N-acetyltransferase,K,Op3951
XNR_RS26165,XNR_RS26165,NC_020990.1,XNR_5278,5985871,5986380,-,HAD domain-containing protein,G,Op3952
XNR_RS26170,XNR_RS26170,NC_020990.1,XNR_5279,5986522,5987070,+,TetR/AcrR family transcriptional regulator,K,Op3953
XNR_RS26175,XNR_RS26175,NC_020990.1,XNR_5280,5987067,5988614,+,MFS transporter,E,Op3953
XNR_RS26180,XNR_RS26180,NC_020990.1,XNR_5281,5988690,5989361,-,lysophospholipid acyltransferase family protein,I,Op3954
XNR_RS26185,XNR_RS26185,NC_020990.1,XNR_5282,5989655,5990827,+,glycerophosphodiester phosphodiesterase,C,Op3955
XNR_RS26190,XNR_RS26190,NC_020990.1,XNR_5283,5990962,5991513,+,sigma-70 family RNA polymerase sigma factor,K,Op3956
XNR_RS26195,XNR_RS26195,NC_020990.1,XNR_5284,5991551,5992054,+,GNAT family N-acetyltransferase,K,Op3956
